name,city,state,online_only,undergrads
Franklin County Career and Technology Center,Chambersburg,PA,0,64
Paul Mitchell the School-Knoxville,Knoxville,TN,0,178
Ogle School Hair Skin Nails-Hurst,Hurst,TX,0,169
Tennessee College of Applied Technology Nashville,Nashville,TN,0,807
ECPI University,Virginia Beach,VA,0,13005
Branford Hall Career Institute-Jersey City,Jersey City,NJ,0,208
Paul Mitchell the School-Houston,Houston,TX,0,418
TDDS Technical Institute,Lake Milton,OH,0,335
Fortis Institute-Forty Fort,Forty Fort,PA,0,168
Laurel Business Institute,Uniontown,PA,0,239
Aviation Institute of Maintenance-Philadelphia,Philadelphia,PA,0,351
Dorsey School of Business-Roseville,Roseville,MI,0,415
Moler-Pickens Beauty Academy,Fairfield,OH,0,75
Red River Technology Center,Duncan,OK,0,521
Southern Union State Community College,Wadley,AL,0,4031
South University-Columbia,Columbia,SC,0,532
Clinton Technical School,Clinton,MO,0,17
Greene County Career and Technology Center,Waynesburg,PA,0,18
Lac Courte Oreilles Ojibwe College,Hayward,WI,0,296
Diesel Driving Academy-Shreveport,Shreveport,LA,0,163
Pima Medical Institute-Mesa,Mesa,AZ,0,856
Platt College-Los Angeles,Alhambra,CA,0,727
Platt College-Aurora,Aurora,CO,0,248
Paul Mitchell the School-Boise,Boise,ID,0,255
Educators of Beauty College of Cosmetology-Rockford,Rockford,IL,0,51
Northwestern College,Bridgeview,IL,0,618
Douglas J Aveda Institute,East Lansing,MI,0,807
Ross Medical Education Center-Brighton,Brighton,MI,0,58
Ross Medical Education Center-Ann Arbor,Ann Arbor,MI,0,58
Taylortown School of Beauty Inc,Taylor,MI,0,113
Pike-Lincoln Technical Center,Eolia,MO,0,34
West Virginia Junior College-United Career Institute,Mount Braddock,PA,0,78
Bethel Seminary-San Diego,San Diego,CA,0,NULL
St Charles Community College,Cottleville,MO,0,5937
Brandman University,Irvine,CA,0,5937
New College of Florida,Sarasota,FL,0,702
Montana Bible College,Bozeman,MT,0,0
Conservatory of Recording Arts and Sciences,Tempe,AZ,0,628
Adrian's College of Beauty Turlock,Turlock,CA,0,90
California Career School,Anaheim,CA,0,82
Dr. Ida Rolf Institute,Boulder,CO,0,32
Sunstate Academy,Fort Myers,FL,0,372
Elizabeth Grady School of Esthetics and Massage Therapy,Medford,MA,0,261
Ross Medical Education Center-Port Huron,Port Huron,MI,0,41
Capri Institute of Hair Design-Clifton,Clifton,NJ,0,130
Raphael's School of Beauty Culture Inc-Alliance,Alliance,OH,0,192
Metro Technology Centers,Oklahoma City,OK,0,466
Hussian College-Daymar College Bowling Green,Bowling Green,KY,0,181
Luna Community College,Las Vegas,NM,0,549
Grabber School of Hair Design,St. Louis,MO,0,188
Yeshivah Gedolah Rabbinical College,Miami Beach,FL,0,30
University of the District of Columbia-David A Clarke School of Law,Washington,DC,0,NULL
Raphael's School of Beauty Culture Inc-Brunswick,Brunswick,OH,0,57
Caribbean University-Ponce,Ponce,PR,0,479
Caribbean University-Vega Baja,Vega Baja,PR,0,144
University of Advancing Technology,Tempe,AZ,0,751
Paradise Valley Community College,Phoenix,AZ,0,5832
Chandler-Gilbert Community College,Chandler,AZ,0,9233
HSHS St. John's Hospital School of Clinical Laboratory Science,Springfield,IL,0,NULL
Great Plains Technology Center,Lawton,OK,0,177
Roane-Jackson Technical Center,Leroy,WV,0,28
Pioneer Technology Center,Ponca City,OK,0,126
Portage Lakes Career Center,Uniontown,OH,0,77
Eastern College of Health Vocations-New Orleans,New Orleans,LA,0,56
Bell Mar Beauty College,Cicero,IL,0,87
Caddo Kiowa Technology Center,Fort Cobb,OK,0,123
Center for Instruction Technology & Innovation,Mexico,NY,0,69
International School of Skin Nailcare & Massage Therapy,Atlanta,GA,0,258
Palomar Institute of Cosmetology,San Marcos,CA,0,141
Southern Oklahoma Technology Center,Ardmore,OK,0,125
Vista College,El Paso,TX,0,468
Autry Technology Center,Enid,OK,0,363
Greene County Vocational School District,Xenia,OH,0,27
Canadian Valley Technology Center,El Reno,OK,0,714
Wilkes-Barre Area Career and Technical Center Practical Nursing,Wilkes Barre,PA,0,146
Meridian Technology Center,Stillwater,OK,0,267
Waynesville Career Center,Waynesville,MO,0,34
Capitol School of Hairstyling and Esthetics,Omaha,NE,0,158
Morris County Vocational School District,Denville,NJ,0,42
Ross Medical Education Center-Roosevelt Park,Roosevelt Park,MI,0,128
Ross Medical Education Center-Kentwood,Kentwood,MI,0,169
South Florida Bible College and Theological Seminary,Deerfield Beach,FL,0,213
Cloyd's Barber School 2 Inc,Monroe,LA,0,32
Universal Technical Institute of Illinois Inc,Lisle,IL,0,1002
Pennsylvania College of Technology,Williamsport,PA,0,4924
Commonwealth Institute of Funeral Service,Houston,TX,0,286
Delta College of Arts & Technology,Baton Rouge,LA,0,270
InterCoast Colleges-Santa Ana,Santa Ana,CA,0,226
Stone Child College,Box Elder,MT,0,198
New York Academy of Art,New York,NY,0,NULL
Suffolk County Community College,Selden,NY,0,18862
Las Positas College,Livermore,CA,0,7850
Blades School of Hair Design,California,MD,0,90
Ogeechee Technical College,Statesboro,GA,0,1742
Remington College-Mobile Campus,Mobile,AL,0,306
Southern Technical College,Fort Myers,FL,0,950
Mercy-St Luke's School of Radiologic Technology,Cedar Rapids,IA,0,23
Southwest Acupuncture College-Santa Fe,Santa Fe,NM,0,NULL
Northwest Technology Center-Alva,Alva,OK,0,19
Mercer County Career Center,Mercer,PA,0,22
California State University-San Marcos,San Marcos,CA,0,14765
Hairmasters Institute of Cosmetology,Bloomington,IL,0,100
Tricoci University of Beauty Cuture LLC-Bloomington,Bloomington,IN,0,87
Interactive College of Technology-Newport,Newport,KY,0,67
Platt College-McCann-Monroe,Monroe,LA,0,349
Ross Medical Education Center-Taylor,Taylor,MI,0,74
National Tractor Trailer School Inc-Liverpool,Liverpool,NY,0,174
Interactive College of Technology,Houston,TX,0,53
Butler Beauty Academy-New Castle Beauty Academy,New Castle,PA,0,19
NorthWest Arkansas Community College,Bentonville,AR,0,6102
Brewster Technical College,Tampa,FL,0,223
Hodges University,Fort Myers,FL,0,832
University of St. Augustine for Health Sciences,San Marcos,CA,0,NULL
Capital Area School of Practical Nursing,Springfield,IL,0,127
Hair Professionals Career College,Palos Hills,IL,0,62
Alexandria School of Scientific Therapeutics,Alexandria,IN,0,26
Empire Beauty School-Bloomfield,Bloomfield,NJ,0,94
Southwest Technology Center,Altus,OK,0,307
Western Area Career & Technology Center,Canonsburg,PA,0,72
Hussian College-Daymar College Clarksville,Clarksville,TN,0,980
Nossi College of Art,Nashville,TN,0,309
Seguin Beauty School-New Braunfels,New Braunfels,TX,0,23
Pima Medical Institute-Seattle,Seattle,WA,0,577
Mineral County Vocational Technical Center,Keyser,WV,0,18
Hypnosis Motivation Institute,Tarzana,CA,0,61
Thanh Le College School of Cosmetology,Garden Grove,CA,0,32
Southeastern Technical College,Vidalia,GA,0,1280
Massachusetts School of Law,Andover,MA,0,NULL
Alliance Career Center,Alliance,OH,0,55
Universal Technical Institute-Auto Motorcycle & Marine Mechanics Institute Division-Orlando,Orlando,FL,0,2161
Erwin Technical College,Tampa,FL,0,811
Rosel School of Cosmetology,Niles,IL,0,70
Worsham College of Mortuary Science,Wheeling,IL,0,118
Bryan University,Springfield,MO,0,266
Oregon College of Oriental Medicine,Portland,OR,0,NULL
Central Pennsylvania Institute of Science and Technology,Pleasant Gap,PA,0,160
Northwest Educational Center,Houston,TX,0,221
Sebring Career Schools-Houston,Houston,TX,0,88
PCI Health Training Center,Dallas,TX,0,429
Hamrick School,Medina,OH,0,105
Alabama State College of Barber Styling,Gardendale,AL,0,10
Fortis College,Mobile,AL,0,434
Downey Adult School,Downey,CA,0,613
CRU Institute of Cosmetology and Barbering,Garden Grove,CA,0,65
Modern Technology School,Fountain Valley,CA,0,95
National Career Education,Citrus Heights,CA,0,440
North-West College-Glendale,Glendale,CA,0,154
Fremont College,Cerritos,CA,0,191
Pomona Unified School District Adult and Career Education,Pomona,CA,0,114
Universal College of Beauty Inc-Los Angeles 2,Los Angeles,CA,0,27
IBMC College,Fort Collins,CO,0,357
Avalon School of Cosmetology-Aurora,Aurora,CO,0,130
Academy of Cosmetology,Merritt Island,FL,0,136
Sunstate Academy,Clearwater,FL,0,368
Fortis College-Smyrna,Smyrna,GA,0,715
Ross College-Quad Cities,Davenport,IA,0,54
Pivot Point Academy,Bloomingdale,IL,0,79
Blalock's Professional Beauty College,Shreveport,LA,0,15
Diesel Driving Academy-Baton Rouge,Baton Rouge,LA,0,214
New England Hair Academy,Malden,MA,0,148
Rob Roy Academy-Worcester,Worcester,MA,0,160
Upper Cape Cod Regional Technical School,Bourne,MA,0,87
All-State Career-Baltimore,Baltimore,MD,0,501
Adler Graduate School,Minnetonka,MN,0,NULL
Academy of Hair Design-Jackson,Jackson,MS,0,62
KC's School of Hair Design,Pontotoc,MS,0,44
Lincoln Technical Institute-Moorestown,Moorestown,NJ,0,648
MCVSD,Freehold,NJ,0,52
Continental School of Beauty Culture-Olean,Olean,NY,0,16
National Tractor Trailer School Inc-Buffalo,Buffalo,NY,0,105
Yeshiva Gedolah Imrei Yosef D'spinka,Brooklyn,NY,0,163
Knox County Career Center,Mount Vernon,OH,0,188
Madison Adult Career Center,Mansfield,OH,0,103
Remington College-Cleveland Campus,Cleveland,OH,0,408
Toledo Academy of Beauty Culture-East,OREGON,OH,0,42
U S Grant Joint Vocational School,Bethel,OH,0,42
Chisholm Trail Technology Center,Omega,OK,0,48
Gordon Cooper Technology Center,Shawnee,OK,0,228
Kiamichi Technology Center-McAlester,McAlester,OK,0,439
YTI Career Institute-Altoona,Altoona,PA,0,22
Eastern Center for Arts and Technology,Willow Grove,PA,0,76
Empire Beauty School-Center City Philadelphia,Philadelphia,PA,0,241
CEM College-Humacao,Humacao,PR,0,217
Colegio Mayor de Tecnologia Inc,Arroyo,PR,0,136
Institucion Chaviano de Mayaguez,Mayaguez,PR,0,71
EDIC College,Caguas,PR,0,2161
Liceo de Arte-Dise-O y Comercio,Caguas,PR,0,273
Universal Technology College of Puerto Rico,Aguadilla,PR,0,235
Academy of Hair Technology,Greenville,SC,0,95
Mr Wayne's School of Unisex Hair Design,Cookeville,TN,0,27
Queen City College,Clarksville,TN,0,117
College of the Marshall Islands,Majuro,MH,0,985
Remington College-Fort Worth Campus,Fort Worth,TX,0,463
UCAS University of Cosmetology Arts & Sciences,San Antonio,TX,0,26
School of Automotive Machinists & Technology,Houston,TX,0,166
Nuvani Institute,San Antonio,TX,0,14
Nuvani Institute,Eagle Pass,TX,0,40
Texas College of Cosmetology-Abilene,Abilene,TX,0,73
Vista College-Online,Richardson,TX,1,485
Centura College-Newport News,Newport News,VA,0,179
Centura College-Norfolk,Norfolk,VA,0,165
Virginia Beach City Public Schools School of Practical Nursing,Virginia Beach,VA,0,32
Northwest College of Art & Design,Tacoma,WA,0,95
University of Washington-Bothell Campus,Bothell,WA,0,5332
University of Washington-Tacoma Campus,Tacoma,WA,0,4565
Huntington School of Beauty Culture,Huntington,WV,0,97
Valley College-Beckley,Beckley,WV,0,108
Valley College-Martinsburg,Martinsburg,WV,0,547
Bellus Academy-Poway,Poway,CA,0,372
Capstone College,Pasadena,CA,0,59
Central Coast College,Salinas,CA,0,236
Pacific College of Health and Science,San Diego,CA,0,163
Artistic Nails and Beauty Academy-Tampa,Tampa,FL,0,116
National Aviation Academy of Tampa Bay,Clearwater,FL,0,856
Madison Oneida BOCES-Practical Nursing Program,Verona,NY,0,63
College of Health Care Professions (The),Houston,TX,0,152
Center for Advanced Legal Studies,Houston,TX,0,243
Houston Training School-Main Campus,Houston,TX,0,109
Bay Mills Community College,Brimley,MI,0,463
Fond du Lac Tribal and Community College,Cloquet,MN,0,570
Northwest Indian College,Bellingham,WA,0,523
Provo College,Provo,UT,0,411
Paul Mitchell the School-Provo,Provo,UT,0,150
University of Phoenix-Utah,Salt Lake City,UT,0,14
CET-Coachella,Coachella,CA,0,79
CET-Oxnard,Oxnard,CA,0,107
CET-Santa Maria,Santa Maria,CA,0,135
Colorado School of Traditional Chinese Medicine,Denver,CO,0,NULL
Massage Therapy Institute of Colorado,Denver,CO,0,53
Michigan College of Beauty-Troy,Troy,MI,0,309
Ogle School Hair Skin Nails-Dallas,Dallas,TX,0,319
Phoenix Seminary,Scottsdale,AZ,0,NULL
Faust Institute of Cosmetology-Spirit Lake,Spirit Lake,IA,0,10
Cheeks Beauty Academy,Loveland,CO,0,43
Colorado School of Healing Arts,Lakewood,CO,0,73
Mt. Diablo Adult Education-Mt. Diablo USD,Concord,CA,0,129
Royale College of Beauty and Barbering,Temecula,CA,0,49
Greater Lowell Technical School,Tyngsboro,MA,0,79
Academy of Hair Design-Pearl,Pearl,MS,0,54
Genesis Career College-Lebanon,Lebanon,TN,0,54
Southwest Collegiate Institute for the Deaf,Big Spring,TX,0,66
Fortis College-Richmond,Richmond,VA,0,513
Midwest College of Oriental Medicine-Racine,Racine,WI,0,17
Hacienda La Puente Adult Education,La Puente,CA,0,812
La Belle Beauty Academy,Miami,FL,0,301
Hawaii Community College,Hilo,HI,0,1977
Robert Fiance Beauty Schools-North Plainfield,North Plainfield,NJ,0,135
Long Island Beauty School-Hauppauge,Hauppauge,NY,0,221
Buckeye Joint Vocational School,New Philadelphia,OH,0,102
Sandusky Career Center,Sandusky,OH,0,120
Greater Altoona Career & Technology Center,Altoona,PA,0,216
Central Texas Beauty College-Temple,Temple,TX,0,132
Erie 2 Chautauqua Cattaraugus BOCES-Practical Nursing Program,Angola,NY,0,144
Empire Beauty School-Brooklyn,Brooklyn,NY,0,132
Houston Training School-Gulfgate,Houston,TX,0,158
Eastern New Mexico University Ruidoso Branch Community College,Ruidoso,NM,0,339
United Education Institute-Ontario,Ontario,CA,0,634
United Education Institute-Encino,Encino,CA,0,657
Beacon College,Leesburg,FL,0,416
Acupuncture and Integrative Medicine College-Berkeley,Berkeley,CA,0,NULL
Estrella Mountain Community College,Avondale,AZ,0,7893
Heartland Community College,Normal,IL,0,3405
University of the Potomac-Washington DC Campus,Washington,DC,0,39
Rabbi Jacob Joseph School,Edison,NJ,0,73
The Salon Professional Academy-Melbourne,Melbourne,FL,0,125
Albert Einstein College of Medicine,Bronx,NY,0,NULL
Fortis Institute-Scranton,Scranton,PA,0,281
Milan Institute of Cosmetology,Amarillo,TX,0,43
Everglades University,Boca Raton,FL,0,1757
Seminar L'moros Bais Yaakov,Brooklyn,NY,0,547
Herzing University-Orlando,Winter Park,FL,0,608
Cortiva Institute-Pompano,Pompano Beach,FL,0,70
College of Biblical Studies-Houston,Houston,TX,0,460
Inner State Beauty School,Lyndhurst,OH,0,99
Mid-EastCTC-Adult Education,Zanesville,OH,0,216
Polaris Career Center,Middleburg Heights,OH,0,201
P&A Scholars Beauty School,Detroit,MI,0,285
ASM Beauty World Academy,Hollywood,FL,0,90
Sharps Academy of Hair Styling,Grand Blanc,MI,0,22
The College of Health Care Professions-Northwest,Houston,TX,0,1684
School of Professional Horticulture New York Botanical Garden,Bronx,NY,0,10
Fortis College,Houston,TX,0,374
Watkins College of Art Design & Film,Nashville,TN,0,150
Alhambra Beauty College,Alhambra,CA,0,129
UEI College-Gardena,Gardena,CA,0,953
Asian-American International Beauty College,Westminster,CA,0,501
Copper Mountain Community College,Joshua Tree,CA,0,1411
Diversified Vocational College,Los Angeles,CA,0,580
UEI College-Fresno,Fresno,CA,0,927
Santiago Canyon College,Orange,CA,0,10923
Southern California Institute of Technology,Anaheim,CA,0,607
Soka University of America,Aliso Viejo,CA,0,406
Summit College,San Bernardino,CA,0,1085
Advance Beauty College,Garden Grove,CA,0,507
Los Angeles Pacific College,Los Angeles,CA,0,81
World Mission University,Los Angeles,CA,0,190
Yo San University of Traditional Chinese Medicine,Los Angeles,CA,0,NULL
Cannella School of Hair Design-Blue Island,Blue Island,IL,0,37
John Amico School of Hair Design,Oak Forest,IL,0,232
Delta College Inc,Covington,LA,0,176
Southwest University of Visual Arts-Albuquerque,Albuquerque,NM,0,20
Tri-State Cosmetology Institute,El Paso,TX,0,174
Frontier Community College,Fairfield,IL,0,319
Lincoln Trail College,Robinson,IL,0,456
Wabash Valley College,Mount Carmel,IL,0,512
American Institute of Interior Design,Fountain Hills,AZ,0,28
Brookline College-Tempe,Tempe,AZ,0,478
Inter American University of Puerto Rico-School of Optometry,Bayamon,PR,0,NULL
Schiller International University,Tampa,FL,0,6
Coconino Community College,Flagstaff,AZ,0,2611
Emma's Beauty Academy-Juana Diaz,Juana Diaz,PR,0,440
Brillare Beauty Institute,Cleveland,TN,0,114
Columbia Central University-Yauco,Yauco,PR,0,252
Pima Medical Institute-Denver,Denver,CO,0,767
ASA College,Brooklyn,NY,0,4349
Ohio State School of Cosmetology-Heath,Heath,OH,0,66
Yeshivas Novominsk,Brooklyn,NY,0,157
Southern Careers Institute-Corpus Christi,Corpus Christi,TX,0,206
Rabbinical College of Ohr Shimon Yisroel,Brooklyn,NY,0,221
Carroll Community College,Westminster,MD,0,2328
University of Phoenix-New Mexico,Albuquerque,NM,0,30
Galen College of Nursing-Tampa Bay,Saint Petersburg,FL,0,1613
Galen College of Nursing-San Antonio,San Antonio,TX,0,1756
Sarasota School of Massage Therapy,Sarasota,FL,0,94
Schuyler Steuben Chemung Tioga Allegany BOCES,Elmira,NY,0,150
Delaware Chenango Madison Otsego BOCES-Practical Nursing Program,Norwich,NY,0,17
DCI Career Institute,Monaca,PA,0,40
Central Susquehanna Intermediate Unit LPN Career,Lewisburg,PA,0,117
Myotherapy College of Utah,Millcreek City,UT,0,109
City College-Gainesville,Gainesville,FL,0,165
Arizona State University-West,Glendale,AZ,0,4540
G Skin & Beauty Institute,Oakbrook,IL,0,460
Cosmetology Training Center,Lafayette,LA,0,103
Stage One-The Hair School,Lake Charles,LA,0,79
Empire Beauty School-Malden,Malden,MA,0,79
Xenon International Academy-Omaha,Omaha,NE,0,177
